ID;Category;No;Algorithm;ZipFile;DownloadURL;PageURL;ForumThread
sign-11;sign;11;FlexTree;Flextree.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Flextree.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561077587857408.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/5DSK4DF2SIKI6RNI6NC5RYXOJG73DMAJ/
sign-12;sign;12;Galas Signature Scheme;Galas Signature.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Galas%20Signature.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561077713686528.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/3FJV2IP2L5BFKAPR364ISD45Z7UJBJUY/
sign-13;sign;13;GreatWall Signature Algorithm;GreatWall.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/GreatWall.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561077852098560.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/5IGQ6ZDNGTS7TSTFXE3PFVHHJL7BM2LJ/
sign-14;sign;14;Lynxer;Lynxer.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Lynxer.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561077990510592.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/A3VK2RZD6XCJB5YBKZN2OSDSYMSVFUL6/
sign-15;sign;15;MORNING-ATLAS;MORNING-ATLAS.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/MORNING-ATLAS.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561078120534016.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/WOOBB3WCRHGVXKSTYQBTVMTW6HKPMX2U/
sign-16;sign;16;Octarine;Octarine.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Octarine.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561078258946048.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/J32MD6K6AUGKHVUOZX6M4OJHWNPNCLWQ/
sign-17;sign;17;OPS Digital Signature Algorithm;OPS Digital Signature Algorithm.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/OPS%20Digital%20Signature%20Algorithm.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561086848880640.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/PPO3KFSJJPUVKQEVPCPOP3A3IL2DRHOQ/
sign-18;sign;18;Origami;Origami.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Origami.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561086978904064.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/7Z47WGTALXYFJS5YRRGDL65NJUG3CU56/
sign-19;sign;19;Phoenix;Phoenix.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Phoenix.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561087113121792.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/M3XAI6VRCGWEXYF5YOYXWH25JFDYAWVZ/
sign-20;sign;20;Qing Luan;QingLuan.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/QingLuan.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561087243145216.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/UAEOBUIJPNMH5ZQ4OCYNAGCGAOYZGEAP/
sign-21;sign;21;ReSolveD-ɑ;ReSolveD-alpha.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/ReSolveD-alpha.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561087368974336.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/HRQJE3Z4ZZYQD6SSCLYV45QWSGLIX4YR/
sign-22;sign;22;Rhyme;Rhyme.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Rhyme.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561095950520320.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/AJJF7BH7DV3KC4Q43KDVGU2XIPXRJ7KH/
sign-23;sign;23;Shuttle;shuttle.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/shuttle.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561096101515264.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/AOAU5JIQQTIQYH7LGFPMDI4EQAVDJM2C/
sign-24;sign;24;Sigurd;Sigurd.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Sigurd.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561096235732992.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/A5LWDR4WYSLBQA55PEDVM5GTWL4SWJFH/
sign-25;sign;25;SQIsign2D2;SQIsign2D2.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/SQIsign2D2.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561096361562112.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/PXELFI4WKOOCWZAZGVWEN4TJWJUTMRU4/
sign-26;sign;26;SQIsign2D-push1/2;SQIsign2D-push12.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/SQIsign2D-push12.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561096483196928.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/55H26TSNYGPQZRBE3NGNQVIDCPCUPI6Q/
sign-27;sign;27;SQIsignTriangle;SQIsignTriangle.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/SQIsignTriangle.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561096613220352.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/463HDEM6EQ3FHMKNIT7LOT5T7CW7J7SJ/
sign-28;sign;28;SYDO;SYDO.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/SYDO.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561105194766336.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/F43FXLI3CJE33FWEIS6NUFNDL4VVJUUL/
sign-29;sign;29;Tins;Tins.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Tins.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561105320595456.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/3LQUXPLSYUUHSKU4QWDFI6C3O4H3GXKF/
sign-30;sign;30;TRINE;TRINE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/TRINE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561105463201792.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/PHFOUHYOCTA42ALMCBKHF5JLD2HQGVXV/
sign-31;sign;31;TSUOV;TSUOV.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/TSUOV.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561105597419520.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/BP4QW5XTWWAJOCTHWK64Z6L3LTCXEWIA/
sign-32;sign;32;UVW signature;UVW signature.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/UVW%20signature.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561105735831552.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/KYXKYDE5L3DXFKASFNILENQKW4V73JXN/
sign-33;sign;33;VDOO: Vinegar-Diagonal-Oil-Oil;VDOO.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/VDOO.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561114325766144.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/X2VGTA5L2EJJASOPF5TYJI2GAXDIO677/
sign-34;sign;34;YuanYang.DSA;YuanYang.DSA.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/YuanYang.DSA.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101561114459983872.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/F2PXVI3WBEN5VAK7XPPPHV6MXXALAKFG/
kem-01;kem;1;Aigis-Enc+;Aigis-Enc+.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Aigis-Enc%2B.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560842975268864.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/HDMMQKVT6UFDKT56DVYCAUBTQ5GWSIFJ/
kem-02;kem;2;Amoeba;Amoeba.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Amoeba.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843117875200.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/OXTBKIPREWPX4YRV4BLRMLWND4R4DLTO/
kem-03;kem;3;BAG-Loong;BAG-Loong.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BAG-Loong.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843247898624.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/RIQCA4YWQIPGGI2BOXRMFEYCCHTY3NQY/
kem-04;kem;4;BAG-Piglet;BAG-Piglet.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BAG-Piglet.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843373727744.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/QUDRCTIJQVCLQNOYCZKNQYUMZO7PPPF6/
kem-05;kem;5;BIKE-MLThre;BIKE_MLThre.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BIKE_MLThre.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843495362560.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/VMTRVK2D2DWBOKLWZHLFNQWRZB7USMUQ/
kem-06;kem;6;BRA;BRA.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BRA.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843625385984.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/MDYQUVS5YFRUAGZJAZIJFIUTX7THNM6O/
kem-07;kem;7;BRQC;BRQC.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BRQC.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843751215104.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/LA7GLQRH3VS64ISSPP6BPZ6QR75PAOVA/
kem-08;kem;8;BW-KEM;BW-KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/BW-KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560843877044224.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/WBK2RG2XR5VZVITNS53TVFJDBGER7T7P/
kem-09;kem;9;CheetahKEM;CheetahKEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/CheetahKEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844002873344.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/3OMMI24JGKESHSRUVA5NJANKRHTQY7RM/
kem-10;kem;10;C-Multi-UR-AG;C-Multi-UR-AG.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/C-Multi-UR-AG.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844149673984.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/CDFH64HLL4OC7ABIDEASAHDTDQI4O3RU/
kem-11;kem;11;COMPASS-KEM;COMPASS-KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/COMPASS-KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844283891712.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/3ZXFAPIPIO3CVJHCQJ5AQ44UNTBIY4OP/
kem-12;kem;12;CTL Algorithm;CTL.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/CTL.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844426498048.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/XYXBZWLCJXTUZTNUFJCPYLEST5CC56AI/
kem-13;kem;13;DKEM (Ding Key Encapsulation);DKEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/DKEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844552327168.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/RW5BIIFSPEM2HFHQ4N226TMBIRZ7TXF5/
kem-14;kem;14;DTRU;DTRU.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/DTRU.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844682350592.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/7OIHLWTGECH3FYCUM3BEBJDAHMMLZRZK/
kem-15;kem;15;FLIT;FLIT.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/FLIT.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844812374016.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/H6SZDCUAWCTVQD7QOP7XDVHAHGWXHKHZ/
kem-16;kem;16;HARE;HARE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/HARE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560844942397440.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/2Q2SLLCRMEJ2FOLOTDPGM7IUUZKUPUKF/
kem-17;kem;17;Hybrid Equivalent Punctured and Quasi-Cyclic;HEP-QC.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/HEP-QC.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560853532332032.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/2FLYI6DJUQ3YKJZXVGFFN4IQNPKXSHWU/
kem-18;kem;18;LoongKEM;LoongKEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/LoongKEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560853666549760.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/G7IDTLL5NJ46PSNDO6ZVKFN5L4LPRS7N/
kem-19;kem;19;Lore;Lore.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Lore.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560853788184576.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/37LSSFEFLBIAAXOMJXYRFAAYG5DRNK4X/
kem-20;kem;20;MAMBA-Frost;MAMBA-Frost.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/MAMBA-Frost.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560853918208000.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/DZASROHH4W6G64UKMRCCQJGQEUHQO4TC/
kem-21;kem;21;MAMBA-Viper;MAMBA-Viper.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/MAMBA-Viper.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560854052425728.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/GVM4FAYEOQ7SAF5BDM6SKPLOTA547A5X/
kem-22;kem;22;Mithril;Mithril.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Mithril.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560862650748928.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/Z26K5NHQNMT4NHBNWZT7G6IZVVRCCZKO/
kem-23;kem;23;Mito;Mito.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Mito.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560862776578048.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/NPRY7XDT2ABEJK5GBZS53L4FW7VDZYMZ/
kem-24;kem;24;MORNING-Scabbard;MORNING-Scabbard.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/MORNING-Scabbard.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560862906601472.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/4KFYAFY5ZWKVT2D47LSNZP2LKIHBGPV7/
kem-25;kem;25;NEV;NEV.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/NEV.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560863040819200.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/7ZYN5QNIORSGBY3FNOE3DNCO43KZRVJA/
kem-26;kem;26;NSS-HQC;NSS-HQC.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/NSS-HQC.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560863191814144.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/P63ZUXHRI7QQZJ3YC6QXJYUXNGF5MMCO/
kem-27;kem;27;NTRE Key Encapsulation Mechanism;NTRE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/NTRE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560863326031872.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/XPRXBWG46LFNJ4SUOZOGZM44VNIUPO34/
kem-28;kem;28;OAEP-NTRU;OAEP-NTRU.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/OAEP-NTRU.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560871911772160.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/LOTU4OB6M7NAVL5OSUGTQO3L35IVP4R2/
kem-29;kem;29;Polar-KEM;Polar-KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Polar-KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560872041795584.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/SUWKT64BKLBIPDQMHPOBL3FDM4MRPVBJ/
kem-30;kem;30;PolarLAC;PolarLAC.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/PolarLAC.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560872180207616.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/VWVCIBQ3M7NQOWU25P7SY3XK3PCAJT4X/
kem-31;kem;31;QIMEN-PIKE;QIMEN-PIKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/QIMEN-PIKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560872306036736.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/IRFTQQNWEALFDR27ZBMONU4M2KTRWQRS/
kem-32;kem;32;Quasi-Cyclic Twisted McEliece Key Encapsulation Mechanism;QCTM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/QCTM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560872431865856.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/BKERBYXMUT27H3ZUTLBHCM7YJB5KVGZI/
kem-33;kem;33;QUBE;QUBE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/QUBE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881000828928.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/LVEV7LW46WHONQL6REREK4ZA7TWZT3RK/
kem-34;kem;34;Rudraksh2;Rudraksh2.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Rudraksh2.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881139240960.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/A35C2JZDLERYJNKGAUECZ73T5Y64LCPT/
